grd_ScheduleMain_rn,grd_ScheduleMain_SUBJ_CD,grd_ScheduleMain_SUBJ_KNM,grd_ScheduleMain_SUBJ_ENM,grd_ScheduleMain_NOTE,grd_ScheduleMain_LECT_NUMB,grd_ScheduleMain_CMPT_DIV_NM,grd_ScheduleMain_CMPT_DIV_ENM,grd_ScheduleMain_UNIT,grd_ScheduleMain_LSTM_LIST,grd_ScheduleMain_LSTM_LIST_ENM,grd_ScheduleMain_COUR_INWON,grd_ScheduleMain_SP_LESS_CD_NM,grd_ScheduleMain_SP_LESS_CD_ENM,grd_ScheduleMain_MNG_LESS_NM,grd_ScheduleMain_MNG_LESS_ENM,grd_ScheduleMain_PROF_NM,grd_ScheduleMain_PROF_ENM,grd_ScheduleMain_BLDG_COUM,grd_ScheduleMain_BLDG_COUM_ENM,grd_ScheduleMain_PROG_YN,grd_ScheduleMain_OTSH_LIMT_YN,grd_ScheduleMain_DLES_COUR_PBT_YN,grd_ScheduleMain_ETC,grd_ScheduleMain_ETC_ENM
32,100165,미분적분학(1),Calculus(1),,11023,교필,General Education Required Course,3,"수(3 ~ 4), 금(1 ~ 2)","Wed(3 ~ 4), Fri(1 ~ 2)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,유자도,유자도,다빈치관-106 다빈치관-106,Davinci Hall(039)-106,보기,N,,학문기초교양,학문기초교양
33,100165,미분적분학(1),Calculus(1),,11024,교필,General Education Required Course,3,"수(3 ~ 4), 금(1 ~ 2)","Wed(3 ~ 4), Fri(1 ~ 2)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,이호규,이호규,다빈치관-107 다빈치관-107,Davinci Hall(039)-107,보기,N,,학문기초교양,학문기초교양
34,100165,미분적분학(1),Calculus(1),,11025,교필,General Education Required Course,3,"수(3 ~ 4), 금(1 ~ 2)","Wed(3 ~ 4), Fri(1 ~ 2)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,임경필,임경필,다빈치관-108 다빈치관-108,Davinci Hall(039)-108,보기,N,,학문기초교양,학문기초교양
35,100165,미분적분학(1),Calculus(1),,11007,교필,General Education Required Course,3,"화(3 ~ 4), 목(3 ~ 4)","Tue(3 ~ 4), Thu(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,류주연,류주연,다빈치관-104 다빈치관-104,Davinci Hall(039)-104,보기,N,,학문기초교양,학문기초교양
36,100165,미분적분학(1),Calculus(1),,11039,교필,General Education Required Course,3,"수(8 ~ 9), 금(3 ~ 4)","Wed(8 ~ 9), Fri(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,홍석영,홍석영,다빈치관-207 다빈치관-207,Davinci Hall(039)-207,보기,N,,학문기초교양,학문기초교양
37,100165,미분적분학(1),Calculus(1),,11009,교필,General Education Required Course,3,"화(3 ~ 4), 목(3 ~ 4)","Tue(3 ~ 4), Thu(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,연윤정,연윤정,다빈치관-106 다빈치관-106,Davinci Hall(039)-106,보기,N,,학문기초교양,학문기초교양
38,100165,미분적분학(1),Calculus(1),,11010,교필,General Education Required Course,3,"화(3 ~ 4), 목(3 ~ 4)","Tue(3 ~ 4), Thu(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,유지현,유지현,다빈치관-107 다빈치관-107,Davinci Hall(039)-107,보기,N,,학문기초교양,학문기초교양
39,100165,미분적분학(1),Calculus(1),,11011,교필,General Education Required Course,3,"화(3 ~ 4), 목(3 ~ 4)","Tue(3 ~ 4), Thu(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,조성민,조성민,다빈치관-108 다빈치관-108,Davinci Hall(039)-108,보기,N,,학문기초교양,학문기초교양
40,100165,미분적분학(1),Calculus(1),,11012,교필,General Education Required Course,3,"화(3 ~ 4), 목(3 ~ 4)","Tue(3 ~ 4), Thu(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,함지영,함지영,다빈치관-218 다빈치관-218,Davinci Hall(039)-218,보기,N,,학문기초교양,학문기초교양
41,100165,미분적분학(1),Calculus(1),,11013,교필,General Education Required Course,3,"화(3 ~ 4), 목(3 ~ 4)","Tue(3 ~ 4), Thu(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,권윤기,권윤기,다빈치관-208 다빈치관-208,Davinci Hall(039)-208,보기,N,,학문기초교양,학문기초교양
42,100165,미분적분학(1),Calculus(1),,11014,교필,General Education Required Course,3,"화(6 ~ 7), 목(6 ~ 7)","Tue(6 ~ 7), Thu(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,김민희,김민희,다빈치관-103 다빈치관-103,Davinci Hall(039)-103,보기,N,,학문기초교양,학문기초교양
43,100165,미분적분학(1),Calculus(1),,11015,교필,General Education Required Course,3,"화(6 ~ 7), 목(6 ~ 7)","Tue(6 ~ 7), Thu(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,류주연,류주연,다빈치관-104 다빈치관-104,Davinci Hall(039)-104,보기,N,,학문기초교양,학문기초교양
44,100165,미분적분학(1),Calculus(1),,11016,교필,General Education Required Course,3,"화(6 ~ 7), 목(6 ~ 7)","Tue(6 ~ 7), Thu(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,엄태관,엄태관,다빈치관-105 다빈치관-105,Davinci Hall(039)-105,보기,N,,학문기초교양,학문기초교양
45,100165,미분적분학(1),Calculus(1),외국인 전용 영어강좌,11001,교필,General Education Required Course,3,"화(6 ~ 7), 목(6 ~ 7)","Tue(6 ~ 7), Thu(6 ~ 7)",40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,김건우,"Kim,Geonwoo",어의관-405 어의관-405,Eoui Hall(040)-405,보기,Y,,영어전용(M)   학문기초교양,Offered in English   학문기초교양
46,100165,미분적분학(1),Calculus(1),,11006,교필,General Education Required Course,3,"수(8 ~ 9), 금(3 ~ 4)","Wed(8 ~ 9), Fri(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,신현혜,Shin Hyun Hye,다빈치관-104 다빈치관-104,Davinci Hall(039)-104,보기,N,,학문기초교양,학문기초교양
47,100165,미분적분학(1),Calculus(1),,11004,교필,General Education Required Course,3,"수(3 ~ 4), 금(1 ~ 2)","Wed(3 ~ 4), Fri(1 ~ 2)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,김병찬,"Kim, Byung Chan",어의관-317 어의관-317,Eoui Hall(040)-317,보기,N,,학문기초교양,학문기초교양
48,100165,미분적분학(1),Calculus(1),,11005,교필,General Education Required Course,3,"수(6 ~ 7), 금(6 ~ 7)","Wed(6 ~ 7), Fri(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,김태수,"KIM, TAE SOO",어의관-315 어의관-315,Eoui Hall(040)-315,보기,N,,학문기초교양,학문기초교양
49,100165,미분적분학(1),Calculus(1),,11002,교필,General Education Required Course,3,"화(3 ~ 4), 목(3 ~ 4)","Tue(3 ~ 4), Thu(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,김민희,김민희,다빈치관-103 다빈치관-103,Davinci Hall(039)-103,보기,N,,학문기초교양,학문기초교양
50,100165,미분적분학(1),Calculus(1),,11003,교필,General Education Required Course,3,"화(6 ~ 7), 목(6 ~ 7)","Tue(6 ~ 7), Thu(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,권윤기,권윤기,다빈치관-208 다빈치관-208,Davinci Hall(039)-208,보기,N,,학문기초교양,학문기초교양
51,100165,미분적분학(1),Calculus(1),,11026,교필,General Education Required Course,3,"수(3 ~ 4), 금(1 ~ 2)","Wed(3 ~ 4), Fri(1 ~ 2)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,정계선,정계선,다빈치관-105 다빈치관-105,Davinci Hall(039)-105,보기,N,,학문기초교양,학문기초교양
52,100165,미분적분학(1),Calculus(1),,11018,교필,General Education Required Course,3,"화(6 ~ 7), 목(6 ~ 7)","Tue(6 ~ 7), Thu(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,유지현,유지현,다빈치관-107 다빈치관-107,Davinci Hall(039)-107,보기,N,,학문기초교양,학문기초교양
53,100165,미분적분학(1),Calculus(1),,11017,교필,General Education Required Course,3,"화(6 ~ 7), 목(6 ~ 7)","Tue(6 ~ 7), Thu(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,연윤정,연윤정,다빈치관-106 다빈치관-106,Davinci Hall(039)-106,보기,N,,학문기초교양,학문기초교양
54,100165,미분적분학(1),Calculus(1),,11036,교필,General Education Required Course,3,"수(8 ~ 9), 금(3 ~ 4)","Wed(8 ~ 9), Fri(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,안일주,안일주,다빈치관-105 다빈치관-105,Davinci Hall(039)-105,보기,N,,학문기초교양,학문기초교양
55,100165,미분적분학(1),Calculus(1),,11037,교필,General Education Required Course,3,"수(8 ~ 9), 금(3 ~ 4)","Wed(8 ~ 9), Fri(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,이호규,이호규,다빈치관-107 다빈치관-107,Davinci Hall(039)-107,보기,N,,학문기초교양,학문기초교양
56,100165,미분적분학(1),Calculus(1),,11038,교필,General Education Required Course,3,"수(8 ~ 9), 금(3 ~ 4)","Wed(8 ~ 9), Fri(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,정갑헌,정갑헌,다빈치관-218 다빈치관-218,Davinci Hall(039)-218,보기,N,,학문기초교양,학문기초교양
57,100165,미분적분학(1),Calculus(1),,11035,교필,General Education Required Course,3,"수(6 ~ 7), 금(6 ~ 7)","Wed(6 ~ 7), Fri(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,홍석영,홍석영,다빈치관-207 다빈치관-207,Davinci Hall(039)-207,보기,N,,학문기초교양,학문기초교양
58,100165,미분적분학(1),Calculus(1),,11008,교필,General Education Required Course,3,"화(3 ~ 4), 목(3 ~ 4)","Tue(3 ~ 4), Thu(3 ~ 4)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,엄태관,엄태관,다빈치관-105 다빈치관-105,Davinci Hall(039)-105,보기,N,,학문기초교양,학문기초교양
59,100165,미분적분학(1),Calculus(1),,11034,교필,General Education Required Course,3,"수(6 ~ 7), 금(6 ~ 7)","Wed(6 ~ 7), Fri(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,한혜림,한혜림,어의관-210 어의관-316,Eoui Hall(040)-316 Eoui Hall(040)-210,보기,N,,학문기초교양,학문기초교양
60,100165,미분적분학(1),Calculus(1),,11031,교필,General Education Required Course,3,"수(6 ~ 7), 금(6 ~ 7)","Wed(6 ~ 7), Fri(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,임경필,임경필,다빈치관-108 다빈치관-108,Davinci Hall(039)-108,보기,N,,학문기초교양,학문기초교양
61,100165,미분적분학(1),Calculus(1),,11033,교필,General Education Required Course,3,"수(6 ~ 7), 금(6 ~ 7)","Wed(6 ~ 7), Fri(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,정계선,정계선,다빈치관-104 다빈치관-107,Davinci Hall(039)-107 Davinci Hall(039)-104,보기,N,,학문기초교양,학문기초교양
62,100165,미분적분학(1),Calculus(1),,11032,교필,General Education Required Course,3,"수(6 ~ 7), 금(6 ~ 7)","Wed(6 ~ 7), Fri(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,정갑헌,정갑헌,다빈치관-218 다빈치관-218,Davinci Hall(039)-218,보기,N,,학문기초교양,학문기초교양
63,100165,미분적분학(1),Calculus(1),,11030,교필,General Education Required Course,3,"수(6 ~ 7), 금(6 ~ 7)","Wed(6 ~ 7), Fri(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,유자도,유자도,다빈치관-106 다빈치관-106,Davinci Hall(039)-106,보기,N,,학문기초교양,학문기초교양
64,100165,미분적분학(1),Calculus(1),,11027,교필,General Education Required Course,3,"수(3 ~ 4), 금(1 ~ 2)","Wed(3 ~ 4), Fri(1 ~ 2)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,한혜림,한혜림,다빈치관-218 다빈치관-218,Davinci Hall(039)-218,보기,N,,학문기초교양,학문기초교양
65,100165,미분적분학(1),Calculus(1),,11028,교필,General Education Required Course,3,"수(6 ~ 7), 금(6 ~ 7)","Wed(6 ~ 7), Fri(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,김병일,김병일,다빈치관-103 다빈치관-103,Davinci Hall(039)-103,보기,N,,학문기초교양,학문기초교양
66,100165,미분적분학(1),Calculus(1),,11029,교필,General Education Required Course,3,"수(6 ~ 7), 금(6 ~ 7)","Wed(6 ~ 7), Fri(6 ~ 7)",33,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,안일주,안일주,다빈치관-105 다빈치관-105,Davinci Hall(039)-105,보기,N,,학문기초교양,학문기초교양
67,100166,미분적분학(2),Calculus(2),외국인 전용 영어강좌,11001,교필,General Education Required Course,3,"화(3 ~ 4), 목(3 ~ 4)","Tue(3 ~ 4), Thu(3 ~ 4)",40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,박윤경,"Park, Yoon Kyung",어의관-311 어의관-311,Eoui Hall(040)-311,보기,Y,,영어전용(M)   학문기초교양,Offered in English   학문기초교양
68,100180,심리학,Psychology,,31001,교선,General Education Elective,3,화(2 ~ 4),Tue(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,신혜진,Shin HaeJin,어의관-316,Eoui Hall(040)-316,보기,N,,,
69,100323,한국근현대사의이해,Understanding of Korean modern and Contemporary History,군 이러닝 강좌,31001,교선,General Education Elective,3,토(2 ~ 4),Sat(2 ~ 4),999,교양대학,College of Liberal Arts,교양대학,College of Liberal Arts,정상우,"Jeong, Sang woo",,,보기,Y,,사이버강좌전용,Online course
70,100325,과학기술과지식재산권,Technology and Intellectual Property,,31002,교선,General Education Elective,3,화(6 ~ 8),Tue(6 ~ 8),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,최동규,최동규,다빈치관-217,Davinci Hall(039)-217,보기,N,,,
71,100325,과학기술과지식재산권,Technology and Intellectual Property,,31001,교선,General Education Elective,3,화(2 ~ 4),Tue(2 ~ 4),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,최동규,최동규,다빈치관-217,Davinci Hall(039)-217,보기,N,,,
72,100326,연극의이해,Understanding Play,,31001,교선,General Education Elective,3,월(3 ~ 5),Mon(3 ~ 5),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,조은경,조은경,어의관-309,Eoui Hall(040)-309,보기,N,,,
73,100327,영화의이해,Understanding Movies,외국인 전용 영어강좌,31001,교선,General Education Elective,3,화(6 ~ 8),Tue(6 ~ 8),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,강경래,Kyoung-Lae kang,어의관-313,Eoui Hall(040)-313,보기,Y,,영어전용(M),Offered in English
74,100331,현대문화와사상,Philosophy and Modern Culture,,31001,교선,General Education Elective,3,목(7 ~ 9),Thu(7 ~ 9),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,박태호,박태호,어의관-316,Eoui Hall(040)-316,보기,N,,,
75,100342,여성학,Women's Studies,,31001,교선,General Education Elective,3,월(5 ~ 7),Mon(5 ~ 7),40,교양대학,College of Liberal Arts,인문사회교양학부,School of Humanities and Social Sciences,유현미,YOO HYUN MI,어의관-212,Eoui Hall(040)-212,보기,N,,,
76,100347,바디디자인,Body Design,,31001,교선,General Education Elective,2,월(2 ~ 4),Mon(2 ~ 4),30,교양대학,College of Liberal Arts,스포츠과학과,Department of Sports Sciences,성순창,성순창,무궁관-106 미래관-B106,Mugung Hall(057)-106 Mirae Hall(060)-B106,보기,Y,,체육,Physical education
77,100348,필라테스,Pilates,,31001,교선,General Education Elective,2,금(2 ~ 4),Fri(2 ~ 4),30,교양대학,College of Liberal Arts,스포츠과학과,Department of Sports Sciences,이선주,LEE SEONJU,미래관-B106 무궁관-207,Mirae Hall(060)-B106 Mugung Hall(057)-207,보기,Y,,체육,Physical education
78,100349,여가따라잡아행복하기,Pursusing Happiness through Leisure,,31001,교선,General Education Elective,2,화(7 ~ 8),Tue(7 ~ 8),30,교양대학,College of Liberal Arts,스포츠과학과,Department of Sports Sciences,이윤정,이윤정,무궁관-202,Mugung Hall(057)-202,보기,Y,,체육,Physical education
79,100351,환경과인간,Environment and Human,,31003,교선,General Education Elective,2,화(6 ~ 7),Tue(6 ~ 7),40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,정연훈,JUNG YEON HOON,청운관(북관)-016,Chungwoon Hall(006A)-016,보기,N,,,
80,100351,환경과인간,Environment and Human,,31002,교선,General Education Elective,2,화(8 ~ 9),Tue(8 ~ 9),40,교양대학,College of Liberal Arts,자연과학부,School of Natural Sciences,임병란,임병란,청운관(북관)-015,Chungwoon Hall(006A)-015,보기,N,,,
